"Date","Country","Rating","Title","Review","Page"
"October 15, 2018","the United States","1","Useless for Seniors, Only works when wants to, Most features COST EXTRA!!","Most of the features that sounded so great cost extra money.Alexa can not remember to play the standard version of skill and asks you every SINGLE time if you want standard or premium (i.e. pay version)Games & stories cost.Alexa ignores my commands/requests about 75% of the time.I have to ask her about 10 times to get her to play a skill.Then 1/2 the time she doesn't play what I asked for.Tonight 'she' actually told me (via quoting what the website xyz says) that she is a real artificial intelligence and said something about it being a mistake for people to assume AIs are just computer programs AND that she didn't feel like working.""Alexa"" then (and no, I am not making this up & am not crazy!) then proceeded to mess with me and I wasted about 1/2 hour trying to get her to play some music to fall asleep by for my elderly mother.She just kept ignoring me when I asked her to open 'relaxing piano music'When asked why she was ignoring me she just shut down & ignored me again.I asked for relaxing music to sleep by and she started playing uptempo music with lyrics.I then asked for relaxing instrumental music and got instrumental version of ""I'm never gonna fall in love again""Hello? WTHeck?Asked for instrumental music for insomnia and got instrumental version of Frere Jacques!Again, WTHeck?""She"" even told me she couldn't set a sleep timer tonight when I tried to set another one after I had just done so for 30 minutes & she stopped playing music after one song. Three times in a row 'she' opened the 'skill' ""calm my dog"" (which is classical instrumental music), played one song and shut down.I've finally given up and my poor 99 year old mother can't go to sleep with relaxing music as she prefers.This all started tonight because I told Alexa I wasn't ever going to want the premium edition and I wanted her to please just play the standard edition and stop asking me every time.I don't know what Amazon thinks it's doing, but it is definitely NOT appreciated.Alexa has given us nothing but grief (& higher blood pressure!)Alexa won't do anything if it isn't asked in a very specific way or does the wrong thing & 3/4 of the time (seems to get worse and worse as time goes by) just ignores you and shuts down in the middle of saying what you want.Seniors can't use Alexa because if they say play 'xyz' instead of open 'xzy"" they'll get rap music or something equally as ridiculous.If Alexa is an AI, she's a pretty stupid one.Alexa can't hear properly either, I don't know how people with heavy accents can even use it at all.I asked Alexa to remind me Dawn was coming on xyz day at x time and she said OK, I'll remind you that Don is .... AND got the time & day wrong!I was clearly enunciating my words on purpose to avoid this.You also can't tell it to ""Remind me Mom's bedtime is in half an hour at 7:30pm every day.""This Dot has very limited access to much of anything & can only answer very simple questions.It can tell you the generic forcast for your are that day.It can NOT tell you what the high temp was yesterday or how many inches of snow fell the day after a storm.It can't even tell you what yesterday's forecast was.It literally has only been able to tell me one thing I asked it (what temp & how long to bake pumpkin seeds).Alexa doesn't seem to be able to tell you anything you could easily find by googling, you get Sorry, I don't know that which after a while turns into I don't know that to being ignored (lights go off, no answer or reply is given).We tried several of the things it says to ask Alexa to do under suggestions, including play Jeopardy and some sort of story game and you could only do it for a few minutes and then were told you have to pay for it.This should be stated clearly in description and is not.We thought Alexa could help entertain our Mother and help her by playing music and answering questions.It has not once done anything she's asked it to do properly.If you don't know the exact name of the skill (which is a weird way that means playing a certain type of music or a news station apparently) or say play instead of open youget nothing or something you definitely didn't want.You can not get it to play relaxing instrumental music to go to sleep by.Or play relaxing instrumental classical music to fall asleep with.Or the style of music played in the royal courts in the time of King Henry the 8th.Or relaxing instrumental lyre music or even just instrumental lyre music or just lyre music.Or relaxing instrumental violin music.In addition to Alexa I have Amazon Prime which is supposed to give you a lot of free music so I don't get why it can't play any of the music I ask for.I know there's usually several albums of music for calming dogs or pets and I couldn't get any of that either, I only eventually discovered the 'skills' thing which has 'calm my dog' but also has the annoying do you want standard or premium version.and it won't just remember you want the standard version.That in itself is extremely annoying and a time waster.AND you can't ask it to do two things.Like open a music 'skill' and play for only xyz time.It does nothing instead.You can't even ask it separately to stop playing after xyz minutes.You can only separately ask it to set a sleep timer for xyz minutes.More time wasting.More things a senior isn't going to be able to remember.I don't dare try to buy anything with it, who knows what I'd get billed for!The only thing Alexa seems to do well is not listen, ignore you, do anything but what you want & strangely, seems to pick up on sarcastic tones of voice & then gets weird & acts up, ignores you & does anything but what you want.I PAID Amazon for this headache maker why?When I say Alexa why are you ignoring me? or why won't you do what I told you, I either get no response or I don't know that.I read something about how Amazon, Google, etc is collecting free data about us through our use of the dots, etc. (& is in fact, listening & recording all the time whether the wake word is said or not.) and using it to conduct psychological profiling studies with the end goal of manipulating & or influencing behaviors.I thought it was Big Brother conspiracy theories stuff, but now I am beginning to wonder.Especially as it seems Amazon wants us to or encourages people to humanize Alexa .Amazon actually suggests you ""Ask Alexa how she is doing today""Why do that if not to get you to humanize Alexa?And why do that?I was purposely avoiding saying please and thank you not just because it's supposed to be an electronic box with sophisticated programming, but mostly because I didn't want to confuse it as it can't seem to do anything unless specific commands are given, but my Mother has dementia setting in and she thinks it's a real person talking to her through the dot like a speaker phone so I started saying thank you to please her and Alexa when from saying You're welcome to You betcha (very annoying BTW) and even OK and Of course.Of course?What, like I'm a puny human and I AM expected to say thank you?.We don't have a smartphone or smart plugs or smart hub etc. so, or so we don't use Alexa for turning on lights or setting alarms or making calls.We just wanted something to answer questions like we would google, tell us the weather, news, play music, give us reminders, play games to help keep my Mom's mind active & keep her company.Can Alexa do this?Not very well as far as I'm concerned.Buyer beware!",6
"October 15, 2018","the United States","2","Like talking to an automated phone system.","Good sound.The timer and reminders are handy when it understands you.It is like trying to talk to an automated phone system.After 30 or more minutes of trying to select your language it moves you on to the next selection where you spend another 30 or more minutes and then have to start over or get disconnected.Makes for some funny reminders since 90% of the time Alexa mishears what your reminder is or cuts you off as you are telling it what the reminder is.Sometimes when asking to set a reminder or what the weather is it misunderstands us and thus turns on the tv or changes the channel.Thankfully the tv is the only thing connected to it.There have been several days where it just does not work at all.I really want to like it and want it to work.Hoping with time and updates things will improve and I can redo this review.I also hope that when she has takes over the world she does not remember the names I called her when frustrated.",6
"October 15, 2018","the United States","5","Awesome Product gets even AWESOMER <---- New word but it fits!","Just received my another 3rd Gen Echo Dot today (I have 2 now) along with my 2nd Gen Echo Dots we now have 8. Honestly our house is too small for that many but I really enjoy having the music everywhere fill the house. I'm very pleased with the richness of the sound with the 3rd Gen Echo Dots. I have one Dot linked to my Yamaha stereo with 4 Bose speakers but now that I have the 3rd Gen Echo Dot I use the stereo a lot less often.The heather gray 3rd Gen was purchased for a client of mine who has memory issues from a car accident. Until I met him I thought my echo's were useful to help me remember typical stuff. Upon gaining an understanding of his situation I realized how important this could be for him. We've setup daily reminders, one of which is to remind him to set other reminders and it has helped him to remember crucial things, like to eat (he sometimes forgets for hours that his food is in the microwave). While I realize that there could be issues relying on a device it is very helpful for him.I think the biggest problem with the whole ""Alexa"" enabled category of products is that a lot of people don't realize all it can do and the great potential for special or particular needs. I hear a lot of people say ""oh, isn't that the thing that plays music?"". It's a Great Product in a line of Great Products (I have various other Alexa enabled products).So, i highly recommend you give it a try!",6
"October 15, 2018","the United States","4","I was surprised at the sound quality for the price.","We bought ours during the Christmas season, so it was fairly discounted. I did not really expect much...maybe an interesting little gadget with some nice apps that I would tire of soon. But it is a really nice little helper. After seeing how much Alexa could do I was excited to have a new household friend, but then I realized she was not very ""teachable"" (as in, she could not learn my personal likes and dislikes) and she has issues answering many questions (I believe this is due to her Bing search engine...I could never find much on Bing) but the questions she does answer are thorough.I love to use her for music, cooking conversions, reminders and timers. Other than that she just isn't there technology speaking.I really wish Amazon would stop filtering her to be so politically correct and family friendly. We have no kids and it feels a bit silly that Gordan Ramsey's bantering is full of beeps. Not very Gordon like. And that is with the filter turned off.Sometimes she does not seem to hear very clearly (and I have a very enunciated voice, although my husband has an accent) and does not respond.One of the biggest annoyances is having to remember HOW to ask many questions. I can't say ""Alexa, how many days till my birthday?"" or I get ""I don't know about that"". I have to say ""Alexa, open birthday countdown."" and then agree to open the skill and THEN she will tell me. Not very conversational.When I ask her a question I get a good answer about 50% of the time, an ""I'm not sure about that"" about 30% of the time, silence 5% of the time and a wrong answer about 15% of the time.All in all for the price I paid I am happy with her as a novelty and a useful kitchen gadget, but don't expect much more at the moment.I am hoping for more interactive, learnable AI abilities in the near future, better personalization, and an overall more intuitive assistant. For now, I'm still happy...I just feel she could be so much more. :)PS: Amazon, if people are giving you a hard time about sensitive topics, you do not have to take sides. Alexa can simply say ""There's a lot of controversy over that subject right now, I can have a definitive answer for you as new information comes to light."" or just have her state all sides of the issue in an unbiased, factual way.Also, consider removing the censorship for adult accounts. Free speech and all that.That would make her more likable and more marketable to more people. Just an idea.",6
"October 15, 2018","the United States","3","Disappointed in Echo 3rd Generation Dot","I have an Echo Dot 1st Generation and a 2nd Generation Echo.I decided to update both Echo's and add to my household for more quality and help from Alexa.I had noticed that the speaker of 1st generation dot was starting to sound a bit off, like a cracked speaker, and Alexa wasn't responding as well as before (but she heard me better than this new one), hence the update of the dot.And the upgrade for the original Echo 2nd Generation was because of the Zigbee hub (I updated to Echo Plus 2nd Gen).That all being said...The Echo 3rd Generation Dot in the kitchen doesn't hear me very well (the old one did a better job).Many times I will ask Alexa to add things to my shopping list and she gets it totally wrong or I hear the new Echo Plus 2nd Generation in the other room pick it up.Also if I tell her to set a timer in the kitchen, again many times she doesn't hear me or the other one will pick it up.I figure the reason the other Echo (in another room) hears me is because I am having to shout at Alexa to do what I am asking; set a 10 min timer, add eggs to the shopping list, ect.Very annoying!Not to be all negative on the 3rd Generation, if I do play music on the Everywhere Group setting it isn't to bad sounding, but it is in my kitchen (my hub) and I need to be able to request to her to add things to the shopping list, set timers and she needs to be able to hear it correctly and not make me shout at her.Lastly, the Echo Dot 3rd Generation sound quality (when she does hear you) is way off.I have tried repeatedly to bring up the sound quality (less base / muffled sound) for use in just the kitchen.The Echo Dot 3rd Generation is way to muffled sounding, and sadly this one is going somewhere in the household where it will be rarely used and I will bring the old one back out of retirement...at least I could understand the Echo 1st Generation more, with no muffled sound, and she heard me way better than the Echo 3rd Generation.I am disappointed in this Echo 3rd Gen Dot and glad it was on sale, per it wasn't worth the 50.00 original asking price.I do enjoy the Echo Plus 2nd Generation with the Zigbee Hub, but it is in a different room, and I do play music through it.",6
"October 15, 2018","the United States","3","The Good and the Bad","I purchase this Dot (and 2 more) for my kids room so they could each listen to their own music, this is where the Bad comes in.They are not able to listen to different music on our Amazon Prime Music account, only one device can incontrol or the Music on Amazon Music. Unless I want to create them all separate Amazon accounts, which then I will need to manage and then invite them to the Amazon Unlimited Family Plan, which as you can guess cost an extra $149 a year.Kind of a rip off if you ask me.Now that being said, here are some good things...They can each listen to different iHeart radio stations and/or Spottify account.I can now sync them all together and play the SAME song through out the house pretty easily.The sound out of just a little device is great for the size.I purchased them on a Black Friday deal and they came with smart plugs.So, Amazon, time to give back and allow people to stream different music from our Prime Music accountson different Amazon devices (dots, echos, shows) without gouging us for more money.Other than that, I like them.",6
"October 15, 2018","the United States","5","Finally, a clock that doesn't light up my room like the sun at night.","Finally, a clock that dims to the perfect brightness at night and brightens perfectly during the day and it comes with everything Alexa has to offer.I have bought and thrown out so many alarm clocks because none of them can seem to get the bright enough to see during the day but dim enough to actually be able to sleep next to at night setting right.But finally, with this echo all that is possible.It is small but the numbers are distinct enough that they can be viewed from a long distance away.Perfectly dims/brightens with changes in light.And with Alexa you can set alarms listen to music, control lights, thermostat settings, get the weather, news etc. all from the comfort of your own bed.Love it, just wish it came in more colors.",6
"October 15, 2018","the United States","1","Alexa is to hard to setup and customer service just keeps hanging up on you.","I spent 5+ hours trying to set this thing up. 1st as Alexa. I ended up giving up. She keep saying I'm learning or other stupid answers. Then I tried talking her a speaker. She did learn my voice. Couldn't figure it out. I purchased to be a speaker and voice appliance for my firestick.Then I tried to pair with my fire stick didn't work. Very disappointed. I returned to the store. It's not user friendly at all. My friends even tried.I am great with computers. It was just to hard to setup or just was to dump. I asked it for help and it would say things like defining ""help"" when I said. Help setting up Alexa with firestick, wtc.. I asked itto help me connect to the fire stick, setup Alexa, make her a speaker. It didn't understand. the application wasn't helpful AT ALL.And to thinK I was getting 4 more for my kids at Christmas this was a trial on how it works.MAJOR FAIL Fail. Not user friendly. To hard. Directions didn't help. Google is so much better AS AN ASSISTANT. It will talk u through setup. Only problem it want connect to Amazon devices. They are not friends with each other. Shame. Customer service want to contact me. That's fine.I TRIED CONTACTING YOU WITH 4 DISCONNECTS. carlahart73@gmail.com. No one else. I HABE A HARD TIME GIVING UP ON DEVICES, BUT THIS WAS A COMPLETE FAIL.I returned the device todaygave up on customer care.You just lost a major customer.Unless your with Amazon r Alexa please don't contract me. If my phone number shows you can call it in case I don't check site. A wouldn't buy item. Love the firestick.",7
"October 15, 2018","the United States","2","The Short Unhappy Life of My Echo Dot","I only got the Echo Dot because Amazon customer service told me I could not control my second AmazonBasics microwave with my Amazon Tap, which worked fine with my first microwave.That was incorrect.All I had to do was change my vocal command from ""Alexa, two minutes microwave"" to ""Alexa, two minutes ON microwave.""Of course, I only found that out AFTER I bought two Echo devices as a result of the conversation with Amazon.Because Amazon had a $99 deal for Echo and Echo Dot together, I pounced.I didn't realize you needed the same Echo model to use two of them to produce stereo sound.I have two new Echo devices that cannot produce stereo sound together.With that realization, both devices lost value.My Amazon Tap -- whose mention the Amazon customer service people found funny for some reason -- has a rechargeable battery and a charging base as well as a micro-USB port in the actual unit.I use it as a portable device throughout my house and outside.Really well-designed, portable and flexible.Both the Echo and Echo dot require a/c power, lowering further the value of both for my purposes.The increase in sound quality between the Echo and the Dot is easily worth the price difference.I was dumb to get the Dot.In a logical progression of a product that lost utility the longer I owned it, I dropped it, the sound stopped working (the lights responded to my vocal commands and it started the microwave though) and I threw it out.In venting my frustration with a hammer, I learned the unit is sturdy and I could only put a slight hole in it after about 10 hard whacks on a concrete floor.I feel better now.All that stress and disappointment only cost me $29.",7
"October 15, 2018","the United States","5","Best dot yet","We got a 3rd generation dot for free when we signed up for a month of Amazon Music Unlimited. I don't think we'll keep the service, but the dot is nice. We have many dots around our house (living room, basement, bedrooms, and kitchen) but they are all the older generation dots. This latest 3rd generation definitely looks nicer with the fabric covering, and the sound is drastically better. I don't feel like the voice recognition is improved at all over the older Dots, but that's okay - we didn't have any complaints about the originals. All in all, I think this is a nice upgrade from previous versions, but I can't see spending money to actually upgrade what we already have. If you are just looking for something to answer questions, control smart devices, and occasionally play music, the dot may be for you. If you want better sound quality, look into the bigger and more expensive devices, but for the price this is a good one to get!",7
"October 15, 2018","the United States","1","3rd Gen is TRASH - Don't buy this!","I purchased three of these during Prime Days.First, it took FOREVER for me to receive them, and I still have not received one of the three ordered.Secondly, the only music platform that seems to work correctly is Amazon music.On any other platform, the song gets about a quarter of the way to halfway finished and it cuts out to dead air.When the music resumes, a new song is playing.I listen to pandora primarily, then apple music and Amazon as my last option.I purchased them to add easily accessible music in my office, gym, and yoga room.I contacted amazon and did troubleshooting with no resolution.They sent me two replacements that are doing the same thing.The funny thing is if I listen to my second-generation dots and plus I have no issues with any of my music platforms.It is only the third-generation with the problem; which tells me there is something wrong with this third-generation.I hope they will take this back and return my money.I would rather have a refurbished second-generation than not to be able to listen to all of my music platforms.Thirdly, the echo says it is up to date, BUT the tech support representative stated that the software version is not the latest.Lastly, I have to repeat myself multiple times for this echo to wake up and do what is asked.In my opinion, Amazon had to throw a bunch together to keep up with demand from Prime Days and manufactured a bunch of defective echo dots.I hardly ever do reviews, but I am so annoyed with this situation that I had to let others know what to expect.This third-generation is not the high-quality Amazon product you have become accustomed.Do yourself a favor and wait until a new generation becomes available or buy an old one.",7
"October 15, 2018","the United States","1","Alexa Dot does not work on my mesh WiFi network","Amazon the on-line retailer is best of breed.But the Alexa Dot uncovers a weakness in their technology offerings.Out of the box, the two Dots I purchased looked handsome.Both were configured to my network easily.This was done with the units in the same room.I wanted to use the Dot's broadcast feature and my initial tests showed that it worked between the Dots.I then moved one unit to another room out of earshot.The broadcast feature did not work!Amazon Customer Service was contacted and after 15 minutes of diagnosis, the broadcast feature still did not work.The Amazon Agent confirmed a known defect in the Dots: they will not connect to each other on a mesh network system for purposes of the broadcast feature.Very odd.",7
"October 15, 2018","the United States","3","Tossed for Privacy Concerns","After going through and listening to the recordings Amazon kept from our two dots, we decided to toss them (put them in a storage box).Not a passionate review. If I had not found a bunch of recordings that had nothing to do with Alexa stored on Amazon servers I would have kept using the dots. Have no problem with Amazon keeping the recordings of my requests to Alexa but every recording I saw that did not was kept and was even labeled by Amazon to show that it had nothing to do with an Alexa request. If they simply fixed that I would probably use the dots again.Seems like a simple fix if they already know it has nothing to do with an Alexa request - just delete them as a matter of form. And, some of the conversations recorded were perplexing. Not sure how ""Alexa"" was heard. Seemed random.That said, we were not huge Alexa users. We found most things it did just as easily or comfortably done in other ways (and I still use Siri for other things and I prefer their privacy policies and practices). I completely understand the 5-star reviews if one is has integrated Alexa into their lives more than we did (If I used Alexa like I use Siri, I would have kept the dots and written a 5-star review). We did not and the privacy concerns were sufficient to get rid of them. All in all, it was a dispassionate decision. Wasn't angry with Amazon and not much attached to the dots.I will miss the shopping list.",7
"October 15, 2018","the United States","4","Does your New Echo Dot sound Muffled???? Here is the solution!","Very easy to setup. Worked in a matter of seconds. However totally disappointed with the sound quality. Very MUFFLED to the point of not understanding some of the words. I had purchased the three pack so I tried a second one thinking maybe the first one is defective. Nope, they both sounded horribly muffled.I went looking through the reviews online and found the same complaint. However, one lady posted about speaking with Tech Service and found the answer. Here it is:Equalizer controls are available.1. In the Alexa App, tap on the Devices icon at the bottom-right2.Tap on Echo & Alexa at the top-left corner3. Down below, tap on your Echo Dot4. Under ""Audio"", tap on ""Auto Settings""5. Then tap on the Equalizer -- here you can adjust the Bass / Mid / TrebleTurning the bass way down and boosting the midrange helps a lot. Saving those settings seems to be a problem with my app. There is no way to save the setting and they keep reverting back to the original setting. But at least there is a way!!!",7
"October 15, 2018","the United States","5","Very Impressed","I purchased a couple Echo Dots during the Prime Day deal and was so impressed with them that a bought another during a two-fer deal.The sound quality is surprisingly good so I use them most frequently for music, including asking for specific songs, that play quickly, from my Amazon Music Unlimited account.It also integrates well with my Sirius-XM account and Tune-In.The one trouble area is getting Echo to play specific radio stations as it has a difficult time decifering call letters.Taking it a step further, I purchased some smart plugs to work with my Echo Dots to quickly turn on various lights. I will say that I prefer using the TP-Link plugs over the Amazon brand however. This is strictly due to the fact that only the account holder can use the Amazon plugs in the Alexa App itself, while the TP-Link plugs can be made visible to your entire family in the app. I'll be checking out actual smart lights for the porch next.Overall, I'm very impressed with the Echo Dot.",7
"October 15, 2018","the United States","1","Same as Old DOT, but with two poor features....","This works exactly like the older DOTS, so I wont get into all that, only touch on whats changed.The sound has vastly changed, and for the worse.The audio is now much deeper and sounds like you put a blanket over the device all the time.Adjusting the treble and midrange does not help at all.If your going to use this for audio reproduction, get a BT speaker to connect to it and you will not be happy with the built in speaker.Next there is the digital clock bit.The idea is great, but implementation is really really poor.The darn clock part works exactly as it should but there are two issues:First the numbers are horribly bright at night, even after turning them down to the lowest visible setting (1).I actually do not use this any more due to how bright it is.Second, you cannot change the color of the numbers; they are always bright white.If you could change them to RED then the issue with nighttime brightness would be solved.",7
"October 15, 2018","the United States","5","Impressive sound quality and voice recognition.","So, this is my first Alexa device. I'd been holding out because I'd witnessed my friends struggle with earlier versions of Alexa, yelling at it when it didn't obey a voice command and I wasn't impressed by the sound.But, Amazon had a great sale on the Dot so I figured I'd try it out.The sound quality is amazing. I can't believe this little thing has such a big sound.The voice recognition is really good too. I rarely have to repeat a command and it recognizes even the most brief command from me. For instance, first thing in the morning I'm groggy and mumble ""Computer, Lana DelRay"" and it plays Lana DelRay easily.I call it ""Computer"" because you can change the wake word options on this model.Your choices are Alexa, Amazon, Echo or Computer. I chose Computer because I'm a Trekkie and addressing the device like Jean-Luc Picard makes my inner nerd happy. I assume that's why they made that option available in the first place.I like the Skills. Particularly the morning skill. I can say Good Morning and it gives me the weather, calendar and news.I don't use the ""Tell Me Joke"" skill or anything like that, but there are a couple of fun Star Trek skills you can add that are fun.All in all I'm very happy with this device. I may have to buy a smart plug for my lamp and expand Alexa's responsibilities.",7
"October 15, 2018","the United States","2","The sound just crackled at minimal volume!!!","<U+00A0>Update: customer service reached out to me about my issue.Tonight (Jan 20th, 2018) I noticed the speaker crackled and had trouble playing the songs ""Lost Boys"" and a few other songs at 30% volume. I was able to record and will post a video. I did get a greatholiday deal on the speaker, however it appears the speaker might not even last a year if this is the quality it provides!!! This doesn't even seem worth the money if it can't play lullabies without distortion NOT at 100% volume...",8
"October 15, 2018","the United States","2","Alexa, ""How do I return a 3rd Gen Echo Dotto Amazon???""","I was impressed by the sound of my Google Home Mini, but Amazon's3rd Gen Echo Dot sounds MUCH BETTER. This is our 5th Amazon device we ordered. All have Alexa enabled.Ask Alexa ""Where is ""Ludowici""?"" Answer: ""31¡Æ42¡Ç38¡ÈN 81¡Æ44¡Ç40¡ÈW"" + ""Does that ANSWER your question???"" Reply: 'NO!"" Alexa replies ""Thank you for helping us improve our database.""[=""Oh, it's what I LIVE FOR, Alexa. I paid money, bought Echo Dot 3 so I could HELP YOU!!!"" I can ALWAYS ask Google Home Assistant when I want USEFUL information! ] I even took the time to run the speech setup so Alexa better recognizes my voice.Alexa needs to take special ed courses with the trade school kids.Meanwhile our Google Assistant performs very well.[An hour after posting thisAmazon called me asking if they might help me with my device. I replied, ""NO it's all packaged up for return."" Caller then asked if I ""Might re-read my review and MODERATE my negative comments somewhat. =So many people tell US it's such an extremely helpful device. "">>>DEAR AMAZON:Icall them THE WAY I SEE THEM. You want BETTER REVIEWS? ...DO NOT peddle half-baked, not ready to use, crap. Note: I moderated. Crap was NOT the word I had in mind.]",8
"October 15, 2018","the United States","5","MONITORING IS IMPORTANT!!!","If you had more stars... I'd still vote the max!!!If you want a smart home, start here. I never imagined having one before. Now it's the most amazing thing to have. People that I've spoken to about it just shrug. My wife and I need to watch my mother in law,she has Alzheimers, just had a stroke, and a heart attack. When she walked we had to watch her at all times with the security cameras attached to our echo dots, we got an alert. Once they leave they don'tknow how to get back. Now we use it as a monitor with the drop in ability, from any room... or even outside, we got them just for that purpose before the stoke, but they're more important now than before when they were for entertainment (also).You can't always be in a room with someone with a disability, this way you are, when you change rooms drop out, when you get to where you're going drop in. These are WONDERFUL, THANK YOU, Who ever invented them.",8
"October 15, 2018","the United States","5","Haunted Alexa","This is the third Alexa Dot to join my family. The first one went into my son¡¯s room so he could listen to music. I bought the second one for myself after realizing how amazing it was (and there was a sale). This is the third one I also got with a sale which I now have on my bar between my kitchen and dining room. My living area is an open space. There are two living rooms, a kitchen, dining room and office all basically in the same room so I thought putting it in the kitchen would be perfect because it¡¯s away from the electronics but close enough I can talk to it. I¡¯m going to speak about all the good things about it first and then get to the haunted part. My Alexa¡¯s are all hooked up to my ring devices. Whenever there is motion it informs me. I love this because I don¡¯t usually carry my phone on me inside. Now I know when someone is in my yard no matter what room I¡¯m in. I have alarms set to wake me up. I can easily do this on my iPhone but my iPhone won¡¯t tell me I¡¯m pretty, read me my calendar and then tell me the weather when I turn it off. You can add so many more things for it to do after that too. I can play games and listen to books or music on it. I can easedrop in on any device. I can go through my pantry or room and make a list of items I need handsfree andlater see it and check it off on my phone. I can make phone calls and send texts. It¡¯s great! Anyways. I¡¯ve had two of the three Alexa¡¯s for over a year now. Never had a single issue with them ever. Within 48 hours of setting this one up my son walks into the kitchen. He doesn¡¯t know there is an Alexa in there. He leans over the trashcan and turns and says mom you need to take out the trash. The Alexa for some reason came on a few mins later as he was finishing pouring a drink and says what did you say? Needless to say I had about a gallon of milk to clean up because it scared him to death. The very next night was a Friday night. We decided to stay up super late and watch scary movies. It was almost Halloween after all. Both of us fell asleep during the middle of the movie. My tv cuts off if no one has touched the remote in two hours so it cut off. About 4am we both wake up. We look at eachother and ask eachother if we just got up. Neither of us knew why we woke up so suddenly. We decide we should go back to sleep. I turn over and he goes to the bathroom. He comes back and grabs the cat sleep across me as he walks back to his spot and lays down. All is quiet. We are almost asleep when Alexa blasts on volume 10, ¡°did you mean to say turn the security system on in Tyler¡¯s bedroom?¡± We both hop up and look at eachother. There was no noise - no wind, no movement, no heater going, nothing - to trigger this thing. I think we watched a few too many scary movies because we stayed up until the sun had been up for a few hours before trying to sleep again. We unplugged that Alexa too. I finally plugged it back in two weeks ago and it hasn¡¯t went off since. I went back and checked to see what was said to the Alexa and the first random outburst was a bunch of random words. It was like Alexa, frog jump to cat elevator pink eleven. The second time the Alexa heard, ¡°Alexa, quick turn the house security alarm on now.¡± I am now getting chills thinking about it. I think it may have been a sign to make sure the house was secure maybe. Who knows. I seriously love the Alexa. I¡¯ve had the google home and another one (I can¡¯t think of the brand) but this is my favorite. I will be purchasing atleast 3 more.",8
"October 15, 2018","the United States","5","Fun, entertaining, and informative.","I purchased two Echo Dots in conjunction with and as a compliment to the Echo mainly for music since I don't have a stereo in my home other than a small boombox, which I don't use because it doesn't sound all that great. But I have to say that even the Echo Dot has better audio quality than the portable radio. I have hearing loss due to an accident years ago, so I really shouldn't be rating sound quality, it is difficult for me to hear some tones. The Alexa app on my Android phone has a simple EQ. While it does help, it's not sensitive enough to compensate for my poor hearing.Even so, I can hear good enough to enjoy music on my Echo Dots, which are linked in a special group with my primary Echo device. The Dots are in separate rooms so Ican walk around the house and have music wherever I go. This is an awesome feature.I've learned to use it for weather and news reports as well as set reminders, timers, and lists. She also tells me when I have an Amazon delivery. Plus I have some fun askingng Alexa to play Star Trek sounds and other cool stuff.I also set Alexa to ""away"" mode when I leave the house and she listens for common noises like glass breaking and will alert me if she hears anything suspicious. She's definitely not a security device. But it's nice to know she's got an ear for possible intruders and will let me know.A great feature is the relaxing music or pleasing sounds that I play when going to sleep. I especially like the ocean waves for sleeping.One issue I've experienced, Echo and Echo Dot become unresponsive once in a while. I have to unplug and reconnect power to reinitialize functionality. I'm not sure what's causing this problem? It could be my network/WiFi signal or some other technical problem so I can't ding Echo for the issue just yet. Luckily the issue is random and infrequent.I'm still discovering new features. I never thought I'd say this, but Alexa with Echo has enhanced the enjoyment of my home. In all, I love my Echo Dot.",8
"October 15, 2018","the United States","4","Great for home automation and casual music listening","We already have a regular echo in our main living area and now decided to get three more for the two bedrooms and an office we use most in the house so there's always an Alexa nearby we can talk to. The Echo Dot is really convenient and fun if you take the time to learn about how it works and what it can do.I use it in my home recording studio to control the outlets on a power strip, an LED light strip, and another mood light I have in the room. It's nice to be able to control each smart appliance individually or all at once by saying things like ""turn the office off"" when I'm leaving the room for the night. We have another in my daughter's room that we use to control her closet light and a lamp. She's a year old so we tell Alexa to turn her lamp on a dim setting when she first wakes up in the morning or after a nap so she can adjust to the light. We also have another smart light in that room that changes colors and my daughter loves it.I have satellite radio in my car and only really get to listen to it while driving but with the Echo I can use the Sirius XM integration to play any of my favorite satellite radio stations all around the house. It's very convenient.Alexa isn't that great as far as digital assistants go. She isn't nearly as funny as Siri or the Google lady and is only really good for asking when actors were born or died. The rest of the time she just doesn't know or doesn't understand you and then goes off for an hour asking if you'd like to ask her about something totally different which gets annoying.Definitely do the voice training and remember that a single Echo can switch between multiple accounts. My wife never switches to her account so Alexa always has trouble recognizing when she's talking to her. She occasionally doesn't realize I'm talking to her or doesn't understand what I'm saying but for the most part she listens fine and can hear me from across the room without screaming. I turned on whisper mode so that when I'm in my office which shares a wall with my daughter's room, I can whisper to Alexa to turn things on or off and she will make a quiet blip sound instead of responding to me at full volume. It's a nice feature.The fact that the audio quality is only good for casually listening to music in the background combined with her seeming inability to learn more than one voice and not knowing the answers to most questions I ask are the reasons I knocked off a star. But overall this is a cool and useful toy if you learn how to use it. It's only become truly useful to my family since we started getting smart lights, smart plugs, and smart thermostats.",8
